name,unique_id,rating,time completed,time taken
Harish Poptani,DOSEESC_JH10_12.28.2018_15_42_24,Acceptable,2025-04-15T09:40:07.554974,4.526565
Harish Poptani,DOSEESC_JH10_12.05.2018_15_37_36,Acceptable,2025-04-15T09:43:17.750077,189.137217
Harish Poptani,rGBM_007_05_30_2023_05.30.2023_13_45_41,Acceptable,2025-04-15T09:43:51.885185,33.08902
Harish Poptani,rGBM_006_04_03_2023_04.03.2023_22_33_24,Acceptable,2025-04-15T09:44:00.578094,7.643358
Harish Poptani,rGBM_007_05_30_2023_05.30.2023_13_40_40,Acceptable,2025-04-15T09:44:10.058918,8.39013
Harish Poptani,rGBM_004_09_22_2023_09.22.2023_21_20_27,Acceptable,2025-04-15T09:44:21.814029,10.70779
Harish Poptani,DOSEESC_EM04_01.10.2018_14_27_25,Acceptable,2025-04-15T09:44:38.826801,15.909013
Harish Poptani,DOSEESC_EM11_01.24.2019_22_35_38,Unacceptable,2025-04-15T09:49:02.129819,262.255443
Harish Poptani,DOSEESC_JH03_08.03.2018_18_42_32,Acceptable,2025-04-15T09:49:09.850300,6.654748
Harish Poptani,rGBM_001_06_30_2023_06.30.2023_24_26_38,Acceptable,2025-04-15T09:49:19.372698,8.466189
Harish Poptani,wholeGBM_004_07_03_2023_07.03.2023_24_34_35,Acceptable,2025-04-15T09:49:29.523819,9.054463
Harish Poptani,DOSEESC_JH10_12.05.2018_15_23_35,Acceptable,2025-04-15T09:50:10.307793,39.704777
Harish Poptani,DOSEESC_EM13_03.20.2019_21_35_36,Acceptable,2025-04-15T09:50:18.925675,7.597475
Harish Poptani,wholeGBM_002_04_13_2023_04.13.2023_22_37_36,Acceptable,2025-04-15T09:50:23.658805,3.566684
Harish Poptani,DOSEESC_UM18_02.18.2019_16_25_44,Acceptable,2025-04-15T09:50:30.544206,5.833342
Harish Poptani,DOSEESC_EM04_02.07.2018_17_37_26,Acceptable,2025-04-15T09:50:42.636671,11.051559
Harish Poptani,rGBM_001_04_21_2023_04.21.2023_22_46_37,Acceptable,2025-04-15T09:50:53.471963,9.713621
Harish Poptani,rGBM_007_05_30_2023_05.30.2023_19_34_41,Acceptable,2025-04-15T09:51:04.813022,10.264472
Harish Poptani,DOSEESC_JH10_12.05.2018_13_34_42,Acceptable,2025-04-15T09:51:12.725090,6.839311
Harish Poptani,DOSEESC_UM15_11.28.2018_19_49_24,Unacceptable,2025-04-15T09:51:19.706429,5.918813
Harish Poptani,DOSEESC_UM21_05.01.2019_18_28_40,Acceptable,2025-04-15T09:51:25.445163,4.684068
Harish Poptani,DOSEESC_EM11_01.03.2019_18_24_34,Acceptable,2025-04-15T09:51:36.852822,10.320585
Harish Poptani,DOSEESC_UM21_05.01.2019_24_30_34,Acceptable,2025-04-15T09:51:44.743576,6.862513
Harish Poptani,DOSEESC_JH03_08.03.2018_14_40_41,Acceptable,2025-04-15T09:51:59.233431,13.438866
Harish Poptani,DOSEESC_EM13_03.01.2019_19_39_19,Unacceptable,2025-04-15T09:52:06.030652,5.694447
Harish Poptani,DOSEESC_EM14_05.22.2019_18_35_39,Acceptable,2025-04-15T09:52:15.027888,7.948439
Harish Poptani,rGBM_001_06_30_2023_06.30.2023_26_30_36,Unacceptable,2025-04-15T09:52:23.112480,7.005755
Harish Poptani,DOSEESC_EM02_11.14.2017_13_34_45,Acceptable,2025-04-15T09:52:29.035012,4.874172
Harish Poptani,rGBM_003_04_24_2023_04.24.2023_23_37_41,Acceptable,2025-04-15T09:52:36.573160,6.485576
Harish Poptani,DOSEESC_UM15_11.28.2018_17_45_26,Acceptable,2025-04-15T09:53:08.627868,30.954547
Harish Poptani,DOSEESC_UM09_07.16.2018_17_43_22,Unacceptable,2025-04-15T09:53:32.318917,22.558502
Harish Poptani,rGBM_001_08_30_2023_08.30.2023_22_31_40,Acceptable,2025-04-15T09:53:39.203204,5.815563
Harish Poptani,rGBM_001_02_27_2023_02.27.2023_20_38_38,Acceptable,2025-04-15T09:53:45.507663,5.242435
Harish Poptani,DOSEESC_UM21_05.01.2019_19_27_39,Acceptable,2025-04-15T09:53:53.412061,6.85017
Harish Poptani,DOSEESC_EM01_10.16.2017_12_25_23,Acceptable,2025-04-15T09:54:04.254611,9.744542
Harish Poptani,DOSEESC_EM06_04.13.2018_20_33_38,Acceptable,2025-04-15T09:54:21.297711,16.003381
Harish Poptani,DOSEESC_EM15_06.11.2019_18_47_35,Acceptable,2025-04-15T09:54:31.780189,9.416007
Harish Poptani,DOSEESC_JH10_12.28.2018_22_25_22,Acceptable,2025-04-15T09:54:45.740321,12.896325
Harish Poptani,DOSEESC_JH10_12.05.2018_19_22_29,Acceptable,2025-04-15T09:54:57.212174,10.395581
Harish Poptani,rGBM_006_05_24_2023_05.24.2023_22_38_22,Acceptable,2025-04-15T09:55:03.474327,5.1451
Harish Poptani,DOSEESC_EM02_11.14.2017_11_35_18,Acceptable,2025-04-15T09:55:10.853844,6.325025
Harish Poptani,DOSEESC_EM13_03.01.2019_8_43_37,Acceptable,2025-04-15T09:55:23.622928,11.705681
Harish Poptani,DOSEESC_EM10_01.16.2019_24_34_37,Acceptable,2025-04-15T09:55:31.345280,6.684729
Harish Poptani,rGBM_003_04_24_2023_04.24.2023_15_38_43,Acceptable,2025-04-15T09:55:39.971676,7.487712
Harish Poptani,rGBM_004_09_22_2023_09.22.2023_20_23_30,Acceptable,2025-04-15T09:55:55.197502,14.175733
Harish Poptani,DOSEESC_EM14_06.10.2019_23_41_36,Acceptable,2025-04-15T09:56:06.849601,10.619821
Harish Poptani,DOSEESC_EM04_01.10.2018_19_31_22,Acceptable,2025-04-15T09:56:14.234046,6.245832
Harish Poptani,DOSEESC_EM01_09.20.2017_13_38_43,Acceptable,2025-04-15T09:56:29.522487,14.244732
Harish Poptani,DOSEESC_UM15_10.31.2018_15_47_22,Acceptable,2025-04-15T09:56:48.762603,18.170916
Harish Poptani,DOSEESC_EM11_01.03.2019_20_31_32,Acceptable,2025-04-15T09:57:04.789331,14.952561
Harish Poptani,DOSEESC_EM10_01.16.2019_17_34_41,Acceptable,2025-04-15T09:57:27.811039,21.973701
Harish Poptani,DOSEESC_EM04_02.07.2018_13_24_31,Unacceptable,2025-04-15T09:57:48.025555,19.1501
Harish Poptani,wholeGBM_003_06_14_2023_06.14.2023_17_31_19,Acceptable,2025-04-15T09:57:55.682507,6.505195
Harish Poptani,rGBM_001_08_30_2023_08.30.2023_23_33_39,Acceptable,2025-04-15T09:58:02.288469,5.532297
Harish Poptani,rGBM_001_08_30_2023_08.30.2023_19_27_26,Acceptable,2025-04-15T09:58:09.419480,6.048286
Harish Poptani,rGBM_001_06_30_2023_06.30.2023_25_37_42,Acceptable,2025-04-15T09:58:24.401728,13.910774
Harish Poptani,rGBM_007_05_30_2023_05.30.2023_19_39_40,Acceptable,2025-04-15T09:58:32.475376,6.897505
Harish Poptani,wholeGBM_002_04_13_2023_04.13.2023_17_29_24,Acceptable,2025-04-15T09:58:41.292248,7.75156
Harish Poptani,DOSEESC_UM05_05.02.2018_20_42_45,Unacceptable,2025-04-15T09:58:47.988915,5.631344
Harish Poptani,DOSEESC_EM15_06.11.2019_7_46_33,Unacceptable,2025-04-15T09:58:55.915617,6.870022
Harish Poptani,DOSEESC_EM03_12.12.2017_14_38_24,Acceptable,2025-04-15T09:59:14.484099,17.430046
Harish Poptani,DOSEESC_EM12_01.25.2019_24_28_34,Unacceptable,2025-04-15T09:59:39.715821,24.18767
Harish Poptani,rGBM_006_08_01_2023_08.01.2023_19_27_23,Acceptable,2025-04-15T09:59:46.978979,6.190089
Harish Poptani,DOSEESC_JH10_12.05.2018_23_27_36,Acceptable,2025-04-15T09:59:52.335611,4.295896
Harish Poptani,DOSEESC_EM01_10.16.2017_20_28_24,Unacceptable,2025-04-15T09:59:57.557262,4.173393
Harish Poptani,DOSEESC_EM13_03.20.2019_12_52_33,Unacceptable,2025-04-15T10:00:06.196881,7.510673
Harish Poptani,DOSEESC_JH10_12.28.2018_21_27_32,Acceptable,2025-04-15T10:00:12.803788,5.574381
Harish Poptani,rGBM_002_04_28_2023_04.28.2023_18_21_24,Acceptable,2025-04-15T10:00:18.117682,4.264038
Harish Poptani,DOSEESC_EM06_03.19.2018_19_49_34,Acceptable,2025-04-15T10:00:44.310085,25.123052
Harish Poptani,rGBM_001_06_30_2023_06.30.2023_20_37_40,Acceptable,2025-04-15T10:00:50.786339,5.406327
Harish Poptani,rGBM_001_08_30_2023_08.30.2023_18_23_23,Acceptable,2025-04-15T10:00:56.955004,5.129232
Harish Poptani,DOSEESC_JH10_12.05.2018_14_27_42,Acceptable,2025-04-15T10:01:04.717530,6.693721
Harish Poptani,DOSEESC_EM04_01.10.2018_11_34_21,Acceptable,2025-04-15T10:01:10.850445,5.071326
Harish Poptani,DOSEESC_EM07_06.20.2018_20_23_26,Acceptable,2025-04-15T10:01:24.811128,12.861103
Harish Poptani,DOSEESC_EM12_02.12.2019_20_35_37,Acceptable,2025-04-15T10:01:31.138840,5.270928
Harish Poptani,rGBM_001_06_30_2023_06.30.2023_22_37_27,Acceptable,2025-04-15T10:01:37.077527,4.871692
Harish Poptani,DOSEESC_EM10_01.16.2019_16_47_36,Acceptable,2025-04-15T10:01:42.909138,4.804902
Harish Poptani,DOSEESC_EM06_03.19.2018_15_49_39,Unacceptable,2025-04-15T10:02:11.885138,27.933458
Harish Poptani,DOSEESC_UM15_11.28.2018_21_45_29,Acceptable,2025-04-15T10:02:17.323781,4.392465
